COMMAND: D:\Games\piper_sim\.venv\Scripts\python.exe -B -m piper_rl.scripts.train --task human-aware --human-preset randomized --human-difficulty 1.0 --algo sac --timesteps 2000000 --n-envs 4 --seed 2 --run-name human_aware_random_full_s2 --out runs --eval-freq 20000 --n-eval-episodes 15 --checkpoint-freq 50000 --action-mode cartesian --device auto
Using cpu device

======================================================================
SAC  |  2,000,000 steps  |  4 env(s)  |  obs (64,)  |  act (5,)
run dir: runs\human_aware_random_full_s2
======================================================================

Logging to runs\human_aware_random_full_s2\tb\SAC_1
D:\Games\piper_sim\.venv\Lib\site-packages\stable_baselines3\common\callbacks.py:419: UserWarning: Training and eval env are not of the same type<stable_baselines3.common.vec_env.subproc_vec_env.SubprocVecEnv object at 0x000001FDDD553ED0> != <stable_baselines3.common.vec_env.dummy_vec_env.DummyVecEnv object at 0x000001FDDD513350>
  warnings.warn("Training and eval env are not of the same type" f"{self.training_env} != {self.eval_env}")
---------------------------------------------
| rollout/                       |          |
|    collision_steps             | 0.24     |
|    completion_time             | 6.16     |
|    ep_len                      | 123      |
|    ep_len_mean                 | 124      |
|    ep_rew_mean                 | -45.7    |
|    episodes                    | 618      |
|    grasp_rate                  | 0.32     |
|    human_collision_rate        | 0.22     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 38.6     |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.134    |
|    near_misses                 | 0.38     |
|    place_err_mm                | 263      |
|    proximity_steps             | 19.7     |
|    safety_clamped              | 105      |
|    success_rate                | 0.06     |
|    waiting_steps               | 11.4     |
| time/                          |          |
|    episodes                    | 620      |
|    fps                         | 40       |
|    time_elapsed                | 1838     |
|    total_timesteps             | 75320    |
| train/                         |          |
|    actor_loss                  | 14.6     |
|    critic_loss                 | 23.5     |
|    ent_coef                    | 0.0341   |
|    ent_coef_loss               | 0.307    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 70316    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0.3      |
|    completion_time             | 6.16     |
|    ep_len                      | 123      |
|    episodes                    | 623      |
|    grasp_rate                  | 0.34     |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 35.1     |
|    lift_rate                   | 0.04     |
|    minimum_human_distance      | 0.144    |
|    near_misses                 | 0.36     |
|    place_err_mm                | 259      |
|    proximity_steps             | 19.1     |
|    safety_clamped              | 107      |
|    success_rate                | 0.04     |
|    waiting_steps               | 10.8     |
| train/                         |          |
|    actor_loss                  | 16.1     |
|    critic_loss                 | 23.4     |
|    ent_coef                    | 0.0334   |
|    ent_coef_loss               | -1.38    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 70996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0.3      |
|    completion_time             | 6.2      |
|    ep_len                      | 124      |
|    ep_len_mean                 | 124      |
|    ep_rew_mean                 | -43.7    |
|    episodes                    | 629      |
|    grasp_rate                  | 0.36     |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 30.3     |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.152    |
|    near_misses                 | 0.34     |
|    place_err_mm                | 252      |
|    proximity_steps             | 17.2     |
|    safety_clamped              | 107      |
|    success_rate                | 0.05     |
|    waiting_steps               | 9.38     |
| time/                          |          |
|    episodes                    | 630      |
|    fps                         | 40       |
|    time_elapsed                | 1873     |
|    total_timesteps             | 76720    |
| train/                         |          |
|    actor_loss                  | 15.9     |
|    critic_loss                 | 26.6     |
|    ent_coef                    | 0.0325   |
|    ent_coef_loss               | 0.0432   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 71716    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0.1      |
|    completion_time             | 5.96     |
|    ep_len                      | 119      |
|    ep_len_mean                 | 123      |
|    ep_rew_mean                 | -39.2    |
|    episodes                    | 639      |
|    grasp_rate                  | 0.34     |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 28.8     |
|    lift_rate                   | 0.08     |
|    minimum_human_distance      | 0.162    |
|    near_misses                 | 0.32     |
|    place_err_mm                | 245      |
|    proximity_steps             | 14.4     |
|    safety_clamped              | 102      |
|    success_rate                | 0.06     |
|    waiting_steps               | 7.26     |
| time/                          |          |
|    episodes                    | 640      |
|    fps                         | 40       |
|    time_elapsed                | 1906     |
|    total_timesteps             | 77920    |
| train/                         |          |
|    actor_loss                  | 15.2     |
|    critic_loss                 | 17.5     |
|    ent_coef                    | 0.0325   |
|    ent_coef_loss               | 0.0373   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 72916    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0.1      |
|    completion_time             | 5.99     |
|    ep_len                      | 120      |
|    episodes                    | 640      |
|    grasp_rate                  | 0.34     |
|    human_collision_rate        | 0.22     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 30.2     |
|    lift_rate                   | 0.08     |
|    minimum_human_distance      | 0.161    |
|    near_misses                 | 0.32     |
|    place_err_mm                | 245      |
|    proximity_steps             | 14.6     |
|    safety_clamped              | 103      |
|    success_rate                | 0.08     |
|    waiting_steps               | 7.72     |
| train/                         |          |
|    actor_loss                  | 14       |
|    critic_loss                 | 19.5     |
|    ent_coef                    | 0.0325   |
|    ent_coef_loss               | 0.386    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 72996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0.1      |
|    completion_time             | 6.29     |
|    ep_len                      | 126      |
|    ep_len_mean                 | 127      |
|    ep_rew_mean                 | -34.3    |
|    episodes                    | 649      |
|    grasp_rate                  | 0.36     |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 26.7     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.167    |
|    near_misses                 | 0.3      |
|    place_err_mm                | 239      |
|    proximity_steps             | 15.7     |
|    safety_clamped              | 108      |
|    success_rate                | 0.07     |
|    waiting_steps               | 9.08     |
| time/                          |          |
|    episodes                    | 650      |
|    fps                         | 40       |
|    time_elapsed                | 1942     |
|    total_timesteps             | 79404    |
| train/                         |          |
|    actor_loss                  | 16.7     |
|    critic_loss                 | 19.3     |
|    ent_coef                    | 0.0329   |
|    ent_coef_loss               | 0.229    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 74400    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.1      |
|    collision_steps             | 0.06     |
|    completion_time             | 6.29     |
|    ep_len                      | 126      |
|    episodes                    | 655      |
|    grasp_rate                  | 0.32     |
|    human_collision_rate        | 0.22     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 28.9     |
|    lift_rate                   | 0.08     |
|    minimum_human_distance      | 0.159    |
|    near_misses                 | 0.32     |
|    place_err_mm                | 245      |
|    proximity_steps             | 15.6     |
|    safety_clamped              | 108      |
|    success_rate                | 0.1      |
|    waiting_steps               | 10.3     |
| train/                         |          |
|    actor_loss                  | 15       |
|    critic_loss                 | 26.6     |
|    ent_coef                    | 0.0323   |
|    ent_coef_loss               | 0.141    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 74996    |
---------------------------------------------
Eval num_timesteps=80000, episode_reward=-106.10 +/- 74.02
Episode length: 153.67 +/- 38.81
Success rate: 0.00%
---------------------------------
| eval/              |          |
|    mean_ep_length  | 154      |
|    mean_reward     | -106     |
|    success_rate    | 0        |
| time/              |          |
|    total_timesteps | 80000    |
---------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.1      |
|    collision_steps             | 0.06     |
|    completion_time             | 6.4      |
|    ep_len                      | 128      |
|    ep_len_mean                 | 123      |
|    ep_rew_mean                 | -28.7    |
|    episodes                    | 659      |
|    grasp_rate                  | 0.3      |
|    human_collision_rate        | 0.24     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 34.1     |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.143    |
|    near_misses                 | 0.36     |
|    place_err_mm                | 252      |
|    proximity_steps             | 18.5     |
|    safety_clamped              | 110      |
|    success_rate                | 0.09     |
|    waiting_steps               | 12.8     |
| time/                          |          |
|    episodes                    | 660      |
|    fps                         | 40       |
|    time_elapsed                | 2008     |
|    total_timesteps             | 80556    |
| train/                         |          |
|    actor_loss                  | 15.4     |
|    critic_loss                 | 24.6     |
|    ent_coef                    | 0.0329   |
|    ent_coef_loss               | -0.32    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 75552    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.1      |
|    collision_steps             | 0.06     |
|    completion_time             | 6.55     |
|    ep_len                      | 131      |
|    episodes                    | 669      |
|    grasp_rate                  | 0.34     |
|    human_collision_rate        | 0.22     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 32.1     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.138    |
|    near_misses                 | 0.36     |
|    place_err_mm                | 247      |
|    proximity_steps             | 19.2     |
|    safety_clamped              | 114      |
|    success_rate                | 0.1      |
|    waiting_steps               | 14.5     |
| train/                         |          |
|    actor_loss                  | 15.3     |
|    critic_loss                 | 32.7     |
|    ent_coef                    | 0.0306   |
|    ent_coef_loss               | -0.152   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 76996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.1      |
|    collision_steps             | 0.06     |
|    completion_time             | 6.55     |
|    ep_len                      | 131      |
|    ep_len_mean                 | 128      |
|    ep_rew_mean                 | -30.6    |
|    episodes                    | 669      |
|    grasp_rate                  | 0.34     |
|    human_collision_rate        | 0.22     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 32.1     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.138    |
|    near_misses                 | 0.36     |
|    place_err_mm                | 247      |
|    proximity_steps             | 19.2     |
|    safety_clamped              | 114      |
|    success_rate                | 0.07     |
|    waiting_steps               | 14.5     |
| time/                          |          |
|    episodes                    | 670      |
|    fps                         | 40       |
|    time_elapsed                | 2047     |
|    total_timesteps             | 82184    |
| train/                         |          |
|    actor_loss                  | 15.4     |
|    critic_loss                 | 26.1     |
|    ent_coef                    | 0.0302   |
|    ent_coef_loss               | -0.608   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 77180    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.12     |
|    collision_steps             | 0        |
|    completion_time             | 6.26     |
|    ep_len                      | 125      |
|    ep_len_mean                 | 125      |
|    ep_rew_mean                 | -20.5    |
|    episodes                    | 679      |
|    grasp_rate                  | 0.32     |
|    human_collision_rate        | 0.18     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 26.8     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.15     |
|    near_misses                 | 0.32     |
|    place_err_mm                | 252      |
|    proximity_steps             | 18       |
|    safety_clamped              | 107      |
|    success_rate                | 0.08     |
|    waiting_steps               | 15       |
| time/                          |          |
|    episodes                    | 680      |
|    fps                         | 40       |
|    time_elapsed                | 2069     |
|    total_timesteps             | 83064    |
| train/                         |          |
|    actor_loss                  | 13.8     |
|    critic_loss                 | 31.9     |
|    ent_coef                    | 0.0307   |
|    ent_coef_loss               | -0.33    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 78060    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.1      |
|    collision_steps             | 0        |
|    completion_time             | 6.55     |
|    ep_len                      | 131      |
|    episodes                    | 687      |
|    grasp_rate                  | 0.3      |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 30.5     |
|    lift_rate                   | 0.08     |
|    minimum_human_distance      | 0.137    |
|    near_misses                 | 0.36     |
|    place_err_mm                | 261      |
|    proximity_steps             | 20.3     |
|    safety_clamped              | 112      |
|    success_rate                | 0.1      |
|    waiting_steps               | 17.3     |
| train/                         |          |
|    actor_loss                  | 13.8     |
|    critic_loss                 | 35       |
|    ent_coef                    | 0.0305   |
|    ent_coef_loss               | -0.122   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 78996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.1      |
|    collision_steps             | 0        |
|    completion_time             | 6.56     |
|    ep_len                      | 131      |
|    ep_len_mean                 | 125      |
|    ep_rew_mean                 | -20.3    |
|    episodes                    | 689      |
|    grasp_rate                  | 0.34     |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 30.9     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.138    |
|    near_misses                 | 0.36     |
|    place_err_mm                | 258      |
|    proximity_steps             | 21       |
|    safety_clamped              | 113      |
|    success_rate                | 0.09     |
|    waiting_steps               | 18       |
| time/                          |          |
|    episodes                    | 690      |
|    fps                         | 40       |
|    time_elapsed                | 2097     |
|    total_timesteps             | 84224    |
| train/                         |          |
|    actor_loss                  | 14.6     |
|    critic_loss                 | 32.5     |
|    ent_coef                    | 0.0304   |
|    ent_coef_loss               | 1.67     |
|    learning_rate               | 0.0003   |
|    n_updates                   | 79220    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 6.3      |
|    ep_len                      | 126      |
|    ep_len_mean                 | 126      |
|    ep_rew_mean                 | -22.2    |
|    episodes                    | 699      |
|    grasp_rate                  | 0.32     |
|    human_collision_rate        | 0.18     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 29.8     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.12     |
|    near_misses                 | 0.42     |
|    place_err_mm                | 265      |
|    proximity_steps             | 20.4     |
|    safety_clamped              | 108      |
|    success_rate                | 0.08     |
|    waiting_steps               | 16.6     |
| time/                          |          |
|    episodes                    | 700      |
|    fps                         | 40       |
|    time_elapsed                | 2130     |
|    total_timesteps             | 85608    |
| train/                         |          |
|    actor_loss                  | 13.6     |
|    critic_loss                 | 24.5     |
|    ent_coef                    | 0.0311   |
|    ent_coef_loss               | -0.289   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 80604    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0.82     |
|    completion_time             | 6.25     |
|    ep_len                      | 125      |
|    episodes                    | 702      |
|    grasp_rate                  | 0.36     |
|    human_collision_rate        | 0.16     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 28.7     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.122    |
|    near_misses                 | 0.42     |
|    place_err_mm                | 257      |
|    proximity_steps             | 21       |
|    safety_clamped              | 107      |
|    success_rate                | 0.08     |
|    waiting_steps               | 17       |
| train/                         |          |
|    actor_loss                  | 13.6     |
|    critic_loss                 | 30       |
|    ent_coef                    | 0.0301   |
|    ent_coef_loss               | -0.59    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 80996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0.82     |
|    completion_time             | 6.47     |
|    ep_len                      | 130      |
|    ep_len_mean                 | 129      |
|    ep_rew_mean                 | -30.3    |
|    episodes                    | 709      |
|    grasp_rate                  | 0.32     |
|    human_collision_rate        | 0.14     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 28.3     |
|    lift_rate                   | 0.12     |
|    minimum_human_distance      | 0.122    |
|    near_misses                 | 0.46     |
|    place_err_mm                | 268      |
|    proximity_steps             | 20.7     |
|    safety_clamped              | 111      |
|    success_rate                | 0.07     |
|    waiting_steps               | 16.6     |
| time/                          |          |
|    episodes                    | 710      |
|    fps                         | 40       |
|    time_elapsed                | 2164     |
|    total_timesteps             | 87000    |
| train/                         |          |
|    actor_loss                  | 14.1     |
|    critic_loss                 | 18       |
|    ent_coef                    | 0.0296   |
|    ent_coef_loss               | -0.51    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 81996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 0.82     |
|    completion_time             | 6.11     |
|    ep_len                      | 122      |
|    episodes                    | 718      |
|    grasp_rate                  | 0.36     |
|    human_collision_rate        | 0.14     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 26.6     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.147    |
|    near_misses                 | 0.42     |
|    place_err_mm                | 254      |
|    proximity_steps             | 15.7     |
|    safety_clamped              | 103      |
|    success_rate                | 0.06     |
|    waiting_steps               | 12.1     |
| train/                         |          |
|    actor_loss                  | 13.9     |
|    critic_loss                 | 20.7     |
|    ent_coef                    | 0.0299   |
|    ent_coef_loss               | -0.232   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 82996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 0.82     |
|    completion_time             | 6.09     |
|    ep_len                      | 122      |
|    ep_len_mean                 | 127      |
|    ep_rew_mean                 | -24.9    |
|    episodes                    | 719      |
|    grasp_rate                  | 0.38     |
|    human_collision_rate        | 0.14     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 26.6     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.147    |
|    near_misses                 | 0.4      |
|    place_err_mm                | 251      |
|    proximity_steps             | 16.1     |
|    safety_clamped              | 103      |
|    success_rate                | 0.08     |
|    waiting_steps               | 12.6     |
| time/                          |          |
|    episodes                    | 720      |
|    fps                         | 40       |
|    time_elapsed                | 2195     |
|    total_timesteps             | 88260    |
| train/                         |          |
|    actor_loss                  | 12.9     |
|    critic_loss                 | 17       |
|    ent_coef                    | 0.0294   |
|    ent_coef_loss               | -0.262   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 83256    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0.82     |
|    completion_time             | 6.63     |
|    ep_len                      | 133      |
|    ep_len_mean                 | 130      |
|    ep_rew_mean                 | -23.8    |
|    episodes                    | 729      |
|    grasp_rate                  | 0.42     |
|    human_collision_rate        | 0.16     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 30.4     |
|    lift_rate                   | 0.12     |
|    minimum_human_distance      | 0.135    |
|    near_misses                 | 0.46     |
|    place_err_mm                | 250      |
|    proximity_steps             | 17.7     |
|    safety_clamped              | 113      |
|    success_rate                | 0.08     |
|    waiting_steps               | 14.1     |
| time/                          |          |
|    episodes                    | 730      |
|    fps                         | 40       |
|    time_elapsed                | 2230     |
|    total_timesteps             | 89676    |
| train/                         |          |
|    actor_loss                  | 14.2     |
|    critic_loss                 | 22.5     |
|    ent_coef                    | 0.0293   |
|    ent_coef_loss               | -0.904   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 84672    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0.82     |
|    completion_time             | 6.61     |
|    ep_len                      | 132      |
|    episodes                    | 731      |
|    grasp_rate                  | 0.42     |
|    human_collision_rate        | 0.16     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 30.4     |
|    lift_rate                   | 0.12     |
|    minimum_human_distance      | 0.135    |
|    near_misses                 | 0.46     |
|    place_err_mm                | 251      |
|    proximity_steps             | 17.7     |
|    safety_clamped              | 113      |
|    success_rate                | 0.04     |
|    waiting_steps               | 14       |
| train/                         |          |
|    actor_loss                  | 12.8     |
|    critic_loss                 | 20.6     |
|    ent_coef                    | 0.0292   |
|    ent_coef_loss               | 1.52     |
|    learning_rate               | 0.0003   |
|    n_updates                   | 84996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0.82     |
|    completion_time             | 6.64     |
|    ep_len                      | 133      |
|    ep_len_mean                 | 131      |
|    ep_rew_mean                 | -28.5    |
|    episodes                    | 739      |
|    grasp_rate                  | 0.4      |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 33.1     |
|    lift_rate                   | 0.16     |
|    minimum_human_distance      | 0.128    |
|    near_misses                 | 0.48     |
|    place_err_mm                | 244      |
|    proximity_steps             | 16.3     |
|    safety_clamped              | 112      |
|    success_rate                | 0.07     |
|    waiting_steps               | 11.7     |
| time/                          |          |
|    episodes                    | 740      |
|    fps                         | 40       |
|    time_elapsed                | 2261     |
|    total_timesteps             | 90944    |
| train/                         |          |
|    actor_loss                  | 14.2     |
|    critic_loss                 | 15.3     |
|    ent_coef                    | 0.0296   |
|    ent_coef_loss               | -0.639   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 85940    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 0.82     |
|    completion_time             | 6.46     |
|    ep_len                      | 129      |
|    episodes                    | 749      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.22     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 35.2     |
|    lift_rate                   | 0.14     |
|    minimum_human_distance      | 0.144    |
|    near_misses                 | 0.44     |
|    place_err_mm                | 246      |
|    proximity_steps             | 15       |
|    safety_clamped              | 109      |
|    success_rate                | 0.06     |
|    waiting_steps               | 11.6     |
| train/                         |          |
|    actor_loss                  | 13.6     |
|    critic_loss                 | 28.1     |
|    ent_coef                    | 0.0287   |
|    ent_coef_loss               | 0.567    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 86996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 0.82     |
|    completion_time             | 6.46     |
|    ep_len                      | 129      |
|    ep_len_mean                 | 127      |
|    ep_rew_mean                 | -31.3    |
|    episodes                    | 749      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.22     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 35.2     |
|    lift_rate                   | 0.14     |
|    minimum_human_distance      | 0.144    |
|    near_misses                 | 0.44     |
|    place_err_mm                | 246      |
|    proximity_steps             | 15       |
|    safety_clamped              | 109      |
|    success_rate                | 0.07     |
|    waiting_steps               | 11.6     |
| time/                          |          |
|    episodes                    | 750      |
|    fps                         | 40       |
|    time_elapsed                | 2289     |
|    total_timesteps             | 92064    |
| train/                         |          |
|    actor_loss                  | 13.6     |
|    critic_loss                 | 20.5     |
|    ent_coef                    | 0.0288   |
|    ent_coef_loss               | -1.59    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 87060    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 0        |
|    completion_time             | 6.56     |
|    ep_len                      | 131      |
|    ep_len_mean                 | 131      |
|    ep_rew_mean                 | -35.6    |
|    episodes                    | 759      |
|    grasp_rate                  | 0.46     |
|    human_collision_rate        | 0.24     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 35.5     |
|    lift_rate                   | 0.16     |
|    minimum_human_distance      | 0.142    |
|    near_misses                 | 0.38     |
|    place_err_mm                | 250      |
|    proximity_steps             | 13.9     |
|    safety_clamped              | 110      |
|    success_rate                | 0.05     |
|    waiting_steps               | 10.3     |
| time/                          |          |
|    episodes                    | 760      |
|    fps                         | 40       |
|    time_elapsed                | 2325     |
|    total_timesteps             | 93576    |
| train/                         |          |
|    actor_loss                  | 13.7     |
|    critic_loss                 | 18.7     |
|    ent_coef                    | 0.0288   |
|    ent_coef_loss               | -0.241   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 88572    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 0        |
|    completion_time             | 6.56     |
|    ep_len                      | 131      |
|    episodes                    | 762      |
|    grasp_rate                  | 0.46     |
|    human_collision_rate        | 0.24     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 38.7     |
|    lift_rate                   | 0.14     |
|    minimum_human_distance      | 0.132    |
|    near_misses                 | 0.4      |
|    place_err_mm                | 255      |
|    proximity_steps             | 15.5     |
|    safety_clamped              | 112      |
|    success_rate                | 0.06     |
|    waiting_steps               | 11.6     |
| train/                         |          |
|    actor_loss                  | 14.6     |
|    critic_loss                 | 13.4     |
|    ent_coef                    | 0.029    |
|    ent_coef_loss               | -1.06    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 88996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 1.12     |
|    completion_time             | 6.8      |
|    ep_len                      | 136      |
|    ep_len_mean                 | 128      |
|    ep_rew_mean                 | -37.5    |
|    episodes                    | 769      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.26     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 42.5     |
|    lift_rate                   | 0.16     |
|    minimum_human_distance      | 0.114    |
|    near_misses                 | 0.46     |
|    place_err_mm                | 272      |
|    proximity_steps             | 17.7     |
|    safety_clamped              | 117      |
|    success_rate                | 0.05     |
|    waiting_steps               | 13.7     |
| time/                          |          |
|    episodes                    | 770      |
|    fps                         | 40       |
|    time_elapsed                | 2359     |
|    total_timesteps             | 94968    |
| train/                         |          |
|    actor_loss                  | 12.2     |
|    critic_loss                 | 17.3     |
|    ent_coef                    | 0.0291   |
|    ent_coef_loss               | 1.26     |
|    learning_rate               | 0.0003   |
|    n_updates                   | 89964    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 1.12     |
|    completion_time             | 6.66     |
|    ep_len                      | 133      |
|    episodes                    | 777      |
|    grasp_rate                  | 0.42     |
|    human_collision_rate        | 0.26     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 43.2     |
|    lift_rate                   | 0.18     |
|    minimum_human_distance      | 0.114    |
|    near_misses                 | 0.44     |
|    place_err_mm                | 277      |
|    proximity_steps             | 17.9     |
|    safety_clamped              | 116      |
|    success_rate                | 0.04     |
|    waiting_steps               | 13.9     |
| train/                         |          |
|    actor_loss                  | 14       |
|    critic_loss                 | 13.4     |
|    ent_coef                    | 0.0285   |
|    ent_coef_loss               | -0.121   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 90996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 1.12     |
|    completion_time             | 6.7      |
|    ep_len                      | 134      |
|    ep_len_mean                 | 132      |
|    ep_rew_mean                 | -41.9    |
|    episodes                    | 779      |
|    grasp_rate                  | 0.38     |
|    human_collision_rate        | 0.28     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 45       |
|    lift_rate                   | 0.16     |
|    minimum_human_distance      | 0.114    |
|    near_misses                 | 0.44     |
|    place_err_mm                | 278      |
|    proximity_steps             | 17.6     |
|    safety_clamped              | 117      |
|    success_rate                | 0.04     |
|    waiting_steps               | 13.3     |
| time/                          |          |
|    episodes                    | 780      |
|    fps                         | 40       |
|    time_elapsed                | 2394     |
|    total_timesteps             | 96396    |
| train/                         |          |
|    actor_loss                  | 13.8     |
|    critic_loss                 | 25.6     |
|    ent_coef                    | 0.0287   |
|    ent_coef_loss               | 0.812    |
|    learning_rate               | 0.0003   |
